x (m),y (m),z (m)
103.2,-16.12,18.805983
103.2,-16.12,20.2
112.3,16.12,20.2
112.3,16.12,18.805983
112.3,16.12,17.411966
112.3,16.12,16.017949
112.3,16.12,14.623932
112.3,16.12,13.229915
112.3,16.12,11.835898
112.3,16.12,10.441881
112.3,16.12,9.047864
112.3,16.12,7.653847
112.3,16.12,6.25983
112.3,16.12,4.865813
112.3,16.12,3.471796
112.3,16.12,2.0777791
112.3,15.784843,0.75394307
112.3,14.63554,0.027872807
112.3,13.243161,1.35752E-17
112.3,11.849144,3.7626E-17
112.3,10.455127,6.16769E-17
112.3,9.0611105,8.57277E-17
112.3,7.6670935,1.09778E-16
112.3,6.2730765,1.33829E-16
112.3,4.8790595,1.5788E-16
112.3,3.4850425,1.81931E-16
112.3,2.0910255,2.05982E-16
112.3,0.6970085,1.3342E-16
112.3,-0.6970085,0
112.3,-2.0910255,0
112.3,-3.4850425,0
112.3,-4.8790595,0
112.3,-6.2730765,0
112.3,-7.6670935,0
112.3,-9.0611105,0
112.3,-10.455127,0
112.3,-11.849144,0
112.3,-13.243161,0
112.3,-14.63554,0.027872806
112.3,-15.784843,0.75394306
112.3,-16.12,2.0777791
112.3,-16.12,3.471796
112.3,-16.12,4.865813
112.3,-16.12,6.25983
112.3,-16.12,7.653847
112.3,-16.12,9.047864
112.3,-16.12,10.441881
112.3,-16.12,11.835898
112.3,-16.12,13.229915
112.3,-16.12,14.623932
112.3,-16.12,16.017949
112.3,-16.12,17.411966
112.3,-16.12,18.805983
112.3,-16.12,20.2
113.21,16.12,20.2
113.21,16.12,18.805983
113.21,16.12,17.411966
113.21,16.12,16.017949
113.21,16.12,14.623932
113.21,16.12,13.229915
113.21,16.12,11.835898
113.21,16.12,10.441881
113.21,16.12,9.047864
113.21,16.12,7.653847
113.21,16.12,6.25983
113.21,16.12,4.865813
113.21,16.12,3.471796
113.21,16.12,2.0777791
113.21,15.784843,0.75394307
113.21,14.63554,0.027872807
113.21,13.243161,-4.03364E-16
113.21,11.849144,-3.31211E-16
113.21,10.455127,-2.59059E-16
113.21,9.0611105,-1.86906E-16
113.21,7.6670935,-1.14754E-16
113.21,6.2730765,-4.26013E-17
113.21,4.8790595,2.95511E-17
113.21,3.4850425,1.01704E-16
